fit_time,score_time,test_accuracy,train_accuracy,test_precision,train_precision,test_recall,train_recall,test_f1,train_f1,test_roc_auc,train_roc_auc
0.03352999687194824,0.0241243839263916,0.62,0.6418918918918919,0.0,0.045454545454545456,0.0,0.3684210526315789,0.0,0.08092485549132948,0.5177304964539007,0.5140557275541795
0.033065080642700195,0.023998022079467773,0.84,0.6779279279279279,0.14285714285714285,0.030303030303030304,0.3333333333333333,0.21052631578947367,0.2,0.052980132450331126,0.8085106382978724,0.4642724458204334
0.03342914581298828,0.023441314697265625,0.68,0.668918918918919,0.0,0.055944055944055944,0.0,0.4,0.0,0.09815950920245399,0.3125,0.5807783018867925
0.03302431106567383,0.023290634155273438,0.78,0.6081081081081081,0.0,0.03614457831325301,0.0,0.3,0.0,0.06451612903225806,0.10416666666666669,0.42724056603773586
0.03206658363342285,0.023299455642700195,0.6530612244897959,0.6629213483146067,0.0,0.04861111111111111,0.0,0.35,0.0,0.08536585365853658,0.40425531914893614,0.5627058823529412
0.03393363952636719,0.023164033889770508,0.8163265306122449,0.7820224719101123,0.0,0.08602150537634409,0.0,0.4,0.0,0.1415929203539823,0.5425531914893617,0.6165882352941177
0.031751155853271484,0.023095130920410156,0.5510204081632653,0.6764044943820224,0.0,0.06944444444444445,0.0,0.5,0.0,0.12195121951219513,0.2978723404255319,0.612235294117647
0.033516883850097656,0.023461341857910156,0.673469387755102,0.6382022471910113,0.0625,0.033112582781456956,0.5,0.25,0.1111111111111111,0.058479532163742694,0.5638297872340425,0.4250588235294118
0.03328442573547363,0.022881031036376953,0.7755102040816326,0.7573033707865169,0.0,0.05102040816326531,0.0,0.25,0.0,0.0847457627118644,0.03191489361702127,0.46188235294117647
0.03327012062072754,0.023294925689697266,0.46938775510204084,0.6314606741573033,0.038461538461538464,0.038461538461538464,0.5,0.3,0.07142857142857144,0.06818181818181818,0.5,0.4909411764705882
